"decimalLongitude","decimalLatitude"
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.17,46.73
-117.16684,46.86238
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.27973,46.61109
-117.18,46.73
-117.18,46.73
-117.18,46.73
-117.18,46.73
-117.17974,46.73081
-117.17974,46.73081
-117.17974,46.73081
-117.1658,46.8625
-117.21,46.45
-117.21,46.45
-117.2018,46.6812
-117.12849,46.56794
-122.48875,48.6782
-122.48875,48.6782
-122.48875,48.6782
-122.48875,48.6782
-122.48875,48.6782
-122.48875,48.6782
-122.48875,48.6782
-121.84292,48.85901
-121.84292,48.85901
-122.29,47.58
-122.48822,48.75955
-118.3067,45.8983
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.38,46.04
-118.34302,46.06458
-118.3521,46.6175
-118.15,46.27
-118.15,46.27
-118.15,46.27
-118.90527,46.08541
-118.37,46.04
-123.46,46.27
-123.46,46.27
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.8471,46.8555
-122.90069,47.03787
-122.90069,47.03787
-122.85,46.86
-122.77167,47.01833
-118.00304,48.78657
-118.00304,48.78657
-118.00304,48.78657
-118.00304,48.78657
-118.00304,48.78657
-118.00304,48.78657
-118.00304,48.78657
-118.00304,48.78657
-117.56,47.99
-118.1516,48.30512
-118.1516,48.30512
-117.78165,48.91602
-117.78165,48.91602
-117.78165,48.91602
-117.78165,48.91602
-117.4252,47.6589
-117.4252,47.6589
-117.68,47.57
-117.112,47.913
-117.1107,47.9122
-117.1107,47.9122
-117.1107,47.9122
-122.11886,48.07199
-121.6365,47.97593
-121.60151,48.25538
-122.12537,47.83313
